TE	sense	antisense	total	RNAseq	div	copies	length
Harbinger-N32_DR	0	4	4	282.71			
hAT-N74_DR	4	0	4	13.46	9.334	810	394.541
L1-95_DR	4	0	4	0	13.425	203	381.542
LTR-18_DR-LTR	0	4	4	0			
Mariner-15_DR	4	0	4	0			
Mariner-N22_DRe	0	4	4	0			
Mariner-N34_DR	4	0	4	0			
Nimb-2_DR	3	1	4	67.31	16.4	129	693.109
Tx1-19_DR	4	0	4	13.46	16.725	367	470.692
BEL14-I_DR	0	3	3	0	10.362	8	3235.75
BEL27-I_DR	0	3	3	0	0.977	13	6123.154
BEL-44_DRe-I	0	2	3	0	7.358	26	949.846
Copia-16_DR-I	3	0	3	0	25.497	148	392.966
Copia-29_DR-I	3	0	3	0			
DIRS-4N2-LTR_DR	0	3	3	578.89	13.434	641	246.643
DNA8-28_DR	3	0	3	26.93			
DNA-N4_DR	2	1	3	1803.98	9.724	2611	357.752
EnSpm-9_DR	3	0	3	471.19	18.495	1864	115.067
EnSpm-N31_DR	3	0	3	13.46			
EnSpm-N42B_DR	3	0	3	13.46			
ERV1-N1C_DR-LTR	0	3	3	80.78			
Gypsy-115-LTR_DR	3	0	3	13.46	12.192	274	296.478
Gypsy12-LTR_DR	3	0	3	0	5.68	20	822.35
Gypsy-196_DR-LTR	0	3	3	0	11.147	38	657.842
Gypsy71-I_DR	3	0	3	6838.99	3.4	6	4315.333
Gypsy74-I_DR	0	3	3	0	3.3	6	3581.5
Gypsy75-I_DR	0	3	3	0	7.25	6	4490.333
Gypsy85-I_DR	0	3	3	0	20.72	15	1401.867
hAT-N180_DR	3	0	3	376.95			
hAT-N47C_DR	0	3	3	1453.96			
Kolobok-N2B_DR	1	2	3	242.33	13.949	2517	347.747
L1-22_DR	0	3	3	0	12.69	80	588.125
L1-98_DR	3	0	3	26.93	14.217	323	303.932
L1-99_DR	0	3	3	26.93	11.53	54	293.907
LTR-11_DR-I	0	3	3	255.79	5.823	1798	41.376
SAT-26_DR	2	1	3	13.46			
Tx1-18_DR	3	0	3	417.34	14.108	120	537.292
Zisupton-2_DR	3	0	3	26.93	22.574	1500	115.456
BEL11-I_DR	0	2	2	0	19.517	24	2224.917
BEL-43_DRe-I	0	1	2	0	12.375	40	3011.875
BEL-59_DRe-I	0	2	2	0	3.75	20	4090
Copia-14_DR-I	0	2	2	0	17.101	148	341.176
Copia-20_DR-I	0	2	2	0			
Copia-25_DR-I	0	2	2	0			
Dada-U6_DR	2	0	2	0	13.739	262	221.714
DNA-2-21_DR	0	2	2	0	10.689	835	431.863
DNA-8-23_DR	2	0	2	121.16	14.65	2014	154.564
DNA8-27B_DR	2	0	2	767.37			
EnSpm-N18_DR	0	2	2	0	20.02	323	351.502
EnSpm-N34_DR	0	2	2	376.95			
Gypsy101B-LTR_DR	0	2	2	13.46	17.27	46	269.913
Gypsy148-I_DR	2	0	2	0	13.665	34	1923.706
Gypsy161-LTR_DR	2	0	2	0	10.105	342	370.114
Gypsy71-LTR_DR	0	2	2	0	6.695	37	520.973
Gypsy91-LTR_DR	0	2	2	0	13.696	198	224.616
Harbinger-4_DR	0	2	2	0	20.371	1026	197.189
hAT-N142B_DR	0	2	2	67.31			
hAT-N174_DR	2	0	2	40.39			
hAT-N179_DR	0	2	2	323.1			
hAT-N185B_DR	0	2	2	67.31			
hAT-N185C_DR	0	2	2	0			
hATN-28_DRe	2	0	2	2840.6	12.833	2848	156.699
Kolobok-2_DR	1	1	2	0	16.602	944	135.576
L1-135_DR	2	0	2	0			
L1-27_DR	2	0	2	0	11.757	295	629.814
L1-66_DR	0	2	2	0	18.248	196	551.929
Mariner-14_DR	2	0	2	0			
Mariner-2_DR	0	2	2	0	12.986	312	362.737
P-N2_DR	0	2	2	457.73			
Polinton-1N1_DR	1	1	2	121.16	14.135	2217	386.99
Tc1-7_DR	2	0	2	498.12	8.883	2476	433.775
Tx1-14_DR	0	1	2	376.95	16.435	289	484.308
TZF28C	0	2	2	80.78	11.561	1755	354.456
BEL15-I_DR	0	1	1	0	7.967	12	1779
BEL-16_DR-I	0	1	1	0	2.3	3	4316.333
BEL19-I_DR	0	1	1	0	10.5	9	3918.889
BEL20-I_DR	0	1	1	0	14.881	16	2433.562
BEL2-I_DR	0	1	1	0	1	3	4876
BEL-49_DRe-LTR	0	1	1	0	20.013	91	139.89
BEL-52_DRe-I	0	1	1	0	5.325	12	3618.917
BEL-53_DRe-I	0	1	1	0	12.65	2	1516
BEL-54_DRe-I	0	1	1	0	12.018	11	3370.818
BEL-57_DRe-I	0	1	1	0	12.46	10	1897.5
BEL-62_DRe-I	0	1	1	0	7.256	16	3407.938
BEL-62_DRe-LTR	0	1	1	13.46	5.52	51	417.451
BEL-65_DRe-I	1	0	1	0	26.468	25	1835.76
BEL-73_DR-I	0	1	1	0			
BEL7-I_DR	0	1	1	0	5.538	8	4476.75
BEL9-I_DR	0	1	1	0	12.288	17	1672.647
Copia-14_DR-LTR	1	0	1	53.85	15.151	101	204.802
CR1-44_DR	0	1	1	0	10.418	470	290.581
Crack-1_DR	0	1	1	0	10.485	330	387.703
DNA-5-1_DR	0	1	1	67.31	12.484	2501	322.619
DNA6-10_DR	0	0	1	13.46	16.995	1421	256.527
DNA6-4_DR	1	0	1	188.48	11.552	270	508.189
DNA-6-N5B_DR	1	0	1	134.63			
DNA-8-29_DR	1	0	1	53.85	11.974	1418	173.35
DNA9-6_DR	1	0	1	26.93	14.578	1618	110.553
DNA9-N1_DR	0	0	1	134.63			
DNA-CCGG-1_DR	0	0	1	13.46	10.063	187	590.316
DNA-N31_DR	1	0	1	67.31			
DNA-N36_DR	1	0	1	13.46			
DNA-TA-5_DR	0	1	1	376.95	13.286	2459	238.376
DNA-X-4B_DR	0	1	1	121.16	7.088	1566	251.327
DNA-X-4_DR	0	1	1	511.58	11.532	11040	341.832
EnSpm-10N1_DR	0	0	1	13.46	17.769	662	201.548
EnSpm-N41_DR	0	1	1	0			
ERV1-7_DR-I	1	0	1	26.93	12.584	982	73.891
Gypsy-111_DR-LTR	0	1	1	0	2.6	21	106.333
Gypsy-129_DR-I	0	1	1	0	11.21	20	2538.6
Gypsy135-LTR_DR	1	0	1	0	13.73	102	477.882
Gypsy164-I_DR	0	1	1	0	18.568	19	451.105
Gypsy-18-I_DR	0	1	1	0	21.383	6	2729
Gypsy-225_DR-LTR	1	0	1	67.31	12.053	102	280.706
Gypsy-244_DR-LTR	1	0	1	26.93			
Gypsy-30-I_DR	0	1	1	0	20.188	24	1401.167
Gypsy77-I_DR	1	0	1	969.31	15.522	103	663.515
Gypsy82-LTR_Dr	1	0	1	1898.22	14.909	277	185.386
Gypsy86-I_DR	1	0	1	888.53	13.806	17	1315.176
Gypsy8-LTR_DR	0	1	1	0	9.31	89	647.551
Gypsy90-I_DR	0	1	1	0	17.133	73	1265.342
Harbinger-N29B_DR	0	1	1	134.63			
hAT-N102_DR	1	0	1	67.31	13.077	1448	256.124
hAT-N167B_DR	0	0	1	242.33			
hAT-N182_DR	1	0	1	350.03			
hAT-N4C_DR	1	0	1	16397.42			
hAT-N77_DR	1	0	1	40.39	7.983	247	408.413
hAT-N99_DR	0	1	1	0	14.953	167	150.054
I-3_DR	0	1	1	0	15.029	1290	373.324
IS3EU-3_DR	0	1	1	13.46	22.528	541	165.506
Kolobok-N7B_DR	0	1	1	0	15.496	1001	175.693
L1-130_DR	0	0	1	0			
L1-16_DR	1	0	1	0	13.278	243	404.963
L1-24_DR	0	0	1	0	14.086	43	1722.256
L1-39_DR	1	0	1	1480.88	14.651	180	519.228
L1-53_DR	0	1	1	1009.69	12.327	1272	190.3
L1-62_DR	0	1	1	13.46	12.557	289	281.36
L1-86_DR	1	0	1	0	12.498	183	538.219
L2-14_DRe	1	0	1	255.79	14.271	727	354.703
LRS-2_DR	0	1	1	0	18.404	45	1120.978
LTR-6_DR	1	0	1	67.31	8.974	647	421.45
Mariner-13_DR	0	1	1	0			
Mariner-N21_DR	1	0	1	26.93	14.148	660	233.218
Mariner-N28_DR	1	0	1	0			
RTEX-1_DR	1	0	1	0	11.662	318	454.928
SAT-7_DR	0	1	1	150457.73	18.05	293	148.055
TDR19C	0	1	1	37506.73			
TE-X-1B_DR	0	1	1	107.7	12.231	2478	312.694
Tx1-10_DR	1	0	1	13.46	19.27	159	744.239
Tx1-11_DR	1	0	1	417.34	12.838	524	533.786
Tx1-13_DR	1	0	1	0	11.703	232	452.392
Tx1-38_DR	0	1	1	0	11.704	138	540.855
Tx1-49_DR	0	1	1	0	7.641	44	1216.386
Tx1-4_DR	1	0	1	1023.16	11.548	295	724.034
Tx1-52_DR	0	1	1	0			
Tx1-56_DR	1	0	1	0			
Tx1-5_DR	1	0	1	1763.6	12.613	230	633.739
Tx1-7_DR	1	0	1	901.99	12.81	169	600.361
Tx1-8_DR	1	0	1	255.79	13.613	149	704.564
Academ-1_DR	0	0	0	0			
ACROBAT2	0	0	0	417.34	9.039	343	298.869
BEL12-I_DR	0	0	0	13.46	10.854	26	1643.308
DNA-2-34_DR	0	0	0	0	12.181	221	314.688
DNA-4-5_DR	0	0	0	255.79	6.563	747	465.39
DNA-N16B_DR	0	0	0	175.01			
DNA-N33_DR	0	0	0	0			
DNA-N35_DR	0	0	0	282.71			
DNA-X-17_DR	0	0	0	67.31	20.89	823	144.208
EnSpm-14N1_DR	0	0	0	0	12.458	31	812.194
EnSpm-4N2_DR	0	0	0	0	13.75	115	750.148
EnSpm-N20_DR	0	0	0	0	16.81	112	438.598
EnSpm-N25_DR	0	0	0	26.93			
EnSpm-N38_DR	0	0	0	26.93			
EnSpm-N43_DR	0	0	0	13.46			
EnSpm-N46_DR	0	0	0	350.03			
EnSpm-N62_DR	0	0	0	0			
Gypsy123-I_DR	0	0	0	80.78			
Gypsy-131_DR-I	0	0	0	67.31	17.072	58	856.466
Gypsy-14-I_DR	0	0	0	0	8.764	11	5089.364
Gypsy156-I_DR	0	0	0	0	4.64	5	3758.4
Gypsy158-I_DR	0	0	0	0	16.321	24	1134.208
Gypsy-15-LTR_DR	0	0	0	0	2.753	34	1412.529
Gypsy-162_DR-I	0	0	0	0	3.66	5	2448.4
Gypsy-16-I_DR	0	0	0	0	8.371	41	4098.439
Gypsy-175_DR-I	0	0	0	0	13.831	13	1180
Gypsy-189_DR-I	0	0	0	53.85	13.884	45	1459.689
Gypsy-190_DR-I	0	0	0	0	17.376	21	1090.143
Gypsy-199_DR-LTR	0	0	0	67.31	21.51	547	289.4
Gypsy-214_DR-I	0	0	0	0	26.257	79	500.266
Gypsy-22-I_DR	0	0	0	0	9.206	18	3015.222
Gypsy-233_DR-LTR	0	0	0	0	12.091	57	380.579
Gypsy-235_DR-LTR	0	0	0	40.39			
Gypsy-25-I_DR	0	0	0	0	15.253	19	1550.632
Gypsy-27-I_DR	0	0	0	0	13.825	16	2269.188
Gypsy-31-LTR_DR	0	0	0	2409.8	15.442	1023	114.459
Gypsy-32-LTR_DR	0	0	0	0	18.5	148	388.615
Gypsy-34-LTR_Dr	0	0	0	121.16	8.949	145	374.524
Gypsy54-I_DR	0	0	0	0	10.692	12	2959.5
Gypsy60-I_DR	0	0	0	0	3.66	5	3698
Gypsy63-LTR_DR	0	0	0	0	10.898	48	560.938
Gypsy68-I_DR	0	0	0	0	9.017	18	1527.167
Gypsy84-LTR_DR	0	0	0	0	5.497	67	317.881
Gypsy87-I_DR	0	0	0	0	17.755	33	1477.061
Gypsy8-I_DR	0	0	0	0	14.305	41	2337.341
Harbinger-6_DR	0	0	0	1494.35	13.8	3	1486
Harbinger-N25_DR	0	0	0	269.25			
hAT-13_DR	0	0	0	0	12.583	394	72.449
hAT-33N1_DR	0	0	0	175.01			
hAT-N103_DR	0	0	0	0	18.352	787	126.727
HATN10B_DR	0	0	0	1063.54			
hAT-N111_DR	0	0	0	0	16.035	1101	143.619
HATN11B_DR	0	0	0	1682.82	12.346	3326	164.221
hAT-N130_DR	0	0	0	538.5	14.576	3717	225.601
hAT-N131_DR	0	0	0	942.38	12.8	1907	170.623
hAT-N138_DR	0	0	0	40.39	15.916	2053	200.906
hAT-N139_DR	0	0	0	40.39	11.647	567	311.855
hAT-N141_DR	0	0	0	24138.4	10.125	6114	152.973
hAT-N162_DR	0	0	0	53.85			
hAT-N186_DR	0	0	0	121.16			
hAT-N191_DR	0	0	0	0			
hAT-N32_DR	0	0	0	390.41	8.122	3142	343.649
hAT-N32E_DR	0	0	0	94.24	13.96	1344	297.048
hAT-N50B_DR	0	0	0	780.83	13.28	2744	270.99
hAT-N50_DR	0	0	0	982.77	12.146	2242	255.908
hAT-N56_DR	0	0	0	40.39	7.322	1115	520.173
hAT-N69_DR	0	0	0	26.93	13.356	1747	304.638
hAT-N92_DR	0	0	0	40.39	12.867	2921	245.801
Helitron-3_DR	0	0	0	0	9.446	13	4428.846
IS3EU-4N_DR	0	0	0	53.85	12.052	609	494.69
L1-100_DR	0	0	0	13.46	13.07	179	228.693
L1-103_DR	0	0	0	0	12.703	178	350.129
L1-115_DR	0	0	0	13.46			
L1-117_DR	0	0	0	0			
L1-120_DR	0	0	0	0			
L1-125_DR	0	0	0	0			
L1-134_DR	0	0	0	0			
L1-137_DR	0	0	0	0			
L1-13_DR	0	0	0	296.18	11.964	160	616.2
L1-18_DR	0	0	0	53.85	11.726	208	541.01
L1-23_DR	0	0	0	228.86	13.823	138	748.833
L1-25_DR	0	0	0	13.46	14.239	327	479.33
L1-32_DR	0	0	0	13.46	14.129	291	567.656
L1-33_DR	0	0	0	0	22.8	293	591.119
L1-37_DR	0	0	0	0	15.042	357	420.574
L1-44_DR	0	0	0	0	13.878	336	420.223
L1-46_DR	0	0	0	0	15.102	258	373.938
L1-47_DR	0	0	0	0	11.221	284	380.887
L1-48_DR	0	0	0	13.46	15.445	287	255.676
L1-67_DR	0	0	0	0	19.451	597	254.363
L1-68_DR	0	0	0	592.35	15.647	250	424.992
L1-69_DR	0	0	0	121.16	14.609	469	388.181
L1-70_DR	0	0	0	13.46	13.087	262	345.87
L1-73_DR	0	0	0	13.46	12.111	188	297.463
L1-74_DR	0	0	0	323.1	16.01	214	600.523
L1-79_DR	0	0	0	0	14.805	133	628.444
L1-81_DR	0	0	0	13.46	13.138	146	390.164
L1-82_DR	0	0	0	0	17.465	302	405.586
L1-84_DR	0	0	0	0	16.19	250	469.532
L2-36_DRe	0	0	0	53.85	10.83	251	367.307
Mariner-N10_DR	0	0	0	0	19.33	64	598.062
Mariner-N30_DR	0	0	0	0			
Nimb-12_DR	0	0	0	20422.72	14.969	95	618.316
Nimb-15_DR	0	0	0	0	12.155	66	763.924
Nimb-1_DR	0	0	0	0	18.221	130	397.269
Nimb-6_DR	0	0	0	0	10.858	105	723.695
Nimb-8_DR	0	0	0	67.31	17.225	87	585.23
P-1N3_DR	0	0	0	13.46	12.912	817	384.076
piggyBac-2_DR	0	0	0	40.39			
piggyBac-N20_DR	0	0	0	13.46			
Polinton-2N1_DR	0	0	0	40.39	16.699	1067	121.589
Rex1-19_DRe	0	0	0	0	12.335	265	353.77
Rex1-26_DRe	0	0	0	13.46	10.091	448	284.393
REX1-3_DR	0	0	0	0	12.278	841	290.756
Rex1-40B3_DR	0	0	0	53.85			
TC1DR3B	0	0	0	1171.24	11.251	5179	272.04
TE-X-7_DR	0	0	0	53.85	14.528	1786	125.545
Tx1-15_DR	0	0	0	0	11.542	221	314.923
Tx1-17_DR	0	0	0	175.01	12.345	320	384.553
Tx1-1_DR	0	0	0	0	14.257	65	1396.662
Tx1-23_DR	0	0	0	13.46	14.867	313	399.885
Tx1-27_DR	0	0	0	0	12.358	865	254.691
Tx1-28_DR	0	0	0	0	12.054	273	467.275
Tx1-29_DR	0	0	0	0	13.824	191	683.393
Tx1-30_DR	0	0	0	40.39	11.138	149	386.141
Tx1-31_DR	0	0	0	0	11.69	297	679.822
Tx1-36_DR	0	0	0	26.93	11.623	348	351.526
Tx1-40_DR	0	0	0	13.46	10.248	135	318.704
Tx1-42_DR	0	0	0	0	17.971	249	385.863
Tx1-51_DR	0	0	0	0			
Tx1-53_DR	0	0	0	0			
Tx1-54_DR	0	0	0	0			
Tx1-6_DR	0	0	0	121.16	14.594	245	577.461
Zisupton-1_DR	0	0	0	40.39	18.676	504	174.23
Zisupton-5_DR	0	0	0	0	10.439	279	871.892
Zisupton-N1_DR	0	0	0	53.85			
